N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
599.0,삼영,6090.0,1160.0,+23.53%,500.0,5080.0,6300.0,4945.0
600.0,무림P&P,3310.0,0.0,0.00%,2500.0,3310.0,3330.0,3300.0
601.0,키다리스튜디오,5570.0,140.0,+2.58%,500.0,5450.0,5690.0,5420.0
602.0,한솔테크닉스,6360.0,40.0,-0.62%,5000.0,6470.0,6500.0,6350.0
603.0,에이블씨엔씨,7850.0,300.0,+3.97%,500.0,7610.0,8010.0,7600.0
604.0,디아이,7200.0,160.0,+2.27%,500.0,7200.0,7200.0,7040.0
605.0,QV KIS CD금리투자 ETN,50750.0,15.0,+0.03%,0.0,50750.0,50750.0,50750.0
606.0,일진홀딩스,4110.0,15.0,-0.36%,1000.0,4140.0,4175.0,4100.0
607.0,KBSTAR 단기종합채권(AA-이상)액티브,105130.0,40.0,+0.04%,0.0,105125.0,105140.0,105125.0
608.0,선진,8500.0,90.0,-1.05%,500.0,8790.0,8790.0,8380.0
609.0,사조산업,40150.0,350.0,+0.88%,5000.0,40700.0,40750.0,39750.0
610.0,금호건설,5430.0,40.0,-0.73%,5000.0,5430.0,5470.0,5400.0
611.0,삼성전기우,68700.0,700.0,+1.03%,5000.0,68800.0,69500.0,68300.0
612.0,하이트진로홀딩스,8550.0,10.0,+0.12%,5000.0,8630.0,8630.0,8530.0
613.0,태경비케이,7190.0,40.0,+0.56%,500.0,7100.0,7370.0,7090.0
614.0,KBSTAR 200TR,17985.0,240.0,+1.35%,0.0,17915.0,17995.0,17910.0
615.0,S-Oil우,49050.0,550.0,-1.11%,2500.0,50000.0,50000.0,49050.0
616.0,예스코홀딩스,32550.0,400.0,+1.24%,5000.0,32500.0,32600.0,32200.0
617.0,HDC랩스,7510.0,90.0,-1.18%,500.0,7570.0,7650.0,7510.0
618.0,자이에스앤디,5020.0,10.0,+0.20%,1000.0,5000.0,5040.0,4990.0
619.0,우진,9570.0,130.0,-1.34%,500.0,9970.0,9970.0,9470.0
620.0,경농,9940.0,0.0,0.00%,500.0,9900.0,9950.0,9850.0
621.0,화승인더,3500.0,55.0,+1.60%,500.0,3500.0,3520.0,3435.0
622.0,유니켐,2170.0,110.0,+5.34%,500.0,2125.0,2185.0,2050.0
623.0,현대비앤지스틸,12740.0,290.0,-2.23%,5000.0,12850.0,13130.0,12670.0
624.0,ACE 단기통안채,102415.0,25.0,+0.02%,0.0,102395.0,102420.0,102395.0
625.0,디앤디플랫폼리츠,2970.0,15.0,+0.51%,1000.0,2955.0,2970.0,2950.0
626.0,대창단조,6680.0,30.0,+0.45%,500.0,6680.0,6720.0,6530.0
627.0,SOL 200TR,11880.0,155.0,+1.32%,0.0,11865.0,11880.0,11850.0
628.0,세종공업,6810.0,20.0,+0.29%,500.0,6800.0,6920.0,6780.0
629.0,삼성제약,2820.0,55.0,+1.99%,500.0,2785.0,2855.0,2775.0
630.0,AJ네트웍스,4035.0,45.0,-1.10%,1000.0,4050.0,4075.0,4010.0
631.0,대성에너지,6860.0,30.0,-0.44%,1000.0,6870.0,6940.0,6850.0
632.0,흥국화재,2915.0,5.0,+0.17%,5000.0,2915.0,2935.0,2900.0
633.0,KBSTAR IT플러스,18745.0,430.0,+2.35%,0.0,18615.0,18820.0,18615.0
634.0,이월드,1311.0,4.0,+0.31%,1000.0,1310.0,1315.0,1307.0
635.0,우신시스템,10150.0,140.0,+1.40%,500.0,10230.0,10230.0,9900.0
636.0,KOSEF 인도Nifty50(합성),20175.0,100.0,-0.49%,0.0,20295.0,20350.0,20150.0
637.0,TIGER KRX BBIG K-뉴딜,6590.0,190.0,+2.97%,0.0,6410.0,6600.0,6410.0
638.0,덕양산업,5690.0,10.0,-0.18%,500.0,5730.0,5820.0,5640.0
639.0,LG우,61200.0,0.0,0.00%,5000.0,61600.0,61600.0,60900.0
640.0,한독,13410.0,40.0,+0.30%,500.0,13490.0,13490.0,13270.0
641.0,진양홀딩스,3300.0,0.0,0.00%,500.0,3300.0,3315.0,3285.0
642.0,금호석유우,60900.0,200.0,+0.33%,5000.0,60900.0,61100.0,60400.0
643.0,ARIRANG 코스피TR,13435.0,170.0,+1.28%,0.0,13470.0,13470.0,13370.0
644.0,KSS해운,7970.0,60.0,-0.75%,500.0,8000.0,8070.0,7960.0
645.0,금강공업,6260.0,0.0,0.00%,1000.0,6260.0,6310.0,6200.0
646.0,CJ제일제당 우,137000.0,500.0,+0.37%,5000.0,136500.0,137700.0,136500.0
647.0,디아이씨,4670.0,45.0,+0.97%,500.0,4650.0,4725.0,4625.0
648.0,그린케미칼,7560.0,20.0,+0.27%,500.0,7540.0,7650.0,7500.0
649.0,경인양행,4350.0,250.0,+6.10%,500.0,4215.0,4385.0,4215.0
650.0,코람코더원리츠,4480.0,20.0,+0.45%,500.0,4485.0,4485.0,4435.0
651.0,KODEX K-메타버스액티브,8065.0,65.0,+0.81%,0.0,8030.0,8130.0,8030.0
652.0,HANARO MSCI Korea TR,14330.0,280.0,+1.99%,0.0,14280.0,14345.0,14280.0
653.0,제일파마홀딩스,11190.0,120.0,+1.08%,500.0,11120.0,11250.0,11090.0
654.0,NH투자증권우,9450.0,0.0,0.00%,5000.0,9480.0,9480.0,9410.0
655.0,한세예스24홀딩스,4450.0,0.0,0.00%,500.0,4410.0,4455.0,4410.0
656.0,삼영전자,8880.0,10.0,+0.11%,500.0,8860.0,8990.0,8800.0
657.0,ARIRANG 고배당주,11240.0,5.0,-0.04%,0.0,11250.0,11260.0,11220.0
658.0,제이에스코퍼레이션,13300.0,50.0,+0.38%,100.0,13230.0,13400.0,13210.0
659.0,백산,7680.0,110.0,-1.41%,500.0,7790.0,7790.0,7590.0
660.0,경보제약,7340.0,70.0,+0.96%,500.0,7320.0,7440.0,7250.0
661.0,신한서부티엔디리츠,3135.0,30.0,+0.97%,1000.0,3105.0,3140.0,3095.0
662.0,태림포장,2475.0,20.0,-0.80%,500.0,2495.0,2515.0,2455.0
663.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,29180.0,315.0,+1.09%,0.0,29220.0,29240.0,29120.0
664.0,만호제강,42050.0,2500.0,+6.32%,1000.0,39550.0,42250.0,39550.0
665.0,서연,7420.0,160.0,-2.11%,500.0,7580.0,7640.0,7410.0
666.0,NI스틸,6090.0,30.0,-0.49%,500.0,6090.0,6100.0,5960.0
667.0,KOSEF 단기자금,103670.0,30.0,+0.03%,0.0,103665.0,103675.0,103665.0
668.0,한국화장품,10800.0,170.0,+1.60%,500.0,10470.0,10860.0,10110.0
669.0,KODEX 2차전지핵심소재10 Fn,11990.0,490.0,+4.26%,0.0,11670.0,12000.0,11450.0
670.0,KODEX 골드선물(H),12310.0,100.0,+0.82%,0.0,12290.0,12330.0,12290.0
671.0,삼성 인버스 2X WTI원유 선물 ETN,115.0,5.0,+4.55%,0.0,115.0,120.0,110.0
672.0,삼성출판사,17200.0,30.0,+0.17%,500.0,17260.0,17300.0,17150.0
673.0,테이팩스,36150.0,200.0,+0.56%,500.0,35950.0,36350.0,35950.0
674.0,DB금융투자,4050.0,10.0,-0.25%,5000.0,4045.0,4065.0,4035.0
675.0,퍼스텍,3515.0,90.0,-2.50%,500.0,3560.0,3565.0,3465.0
676.0,동국홀딩스,10740.0,110.0,+1.03%,5000.0,10640.0,10830.0,10640.0
677.0,진흥기업,1169.0,12.0,+1.04%,500.0,1160.0,1170.0,1150.0
678.0,KODEX 미국나스닥100레버리지(합성 H),7220.0,315.0,+4.56%,0.0,7190.0,7250.0,7160.0
679.0,성안,2520.0,75.0,-2.89%,500.0,2595.0,2600.0,2475.0
680.0,KODEX 장기종합채권(AA-이상)액티브KAP,86800.0,540.0,+0.63%,0.0,86780.0,87010.0,86690.0
681.0,동아지질,12060.0,20.0,+0.17%,500.0,11910.0,12250.0,11910.0
682.0,TIGER 현대차그룹+펀더멘털,22990.0,10.0,-0.04%,0.0,23200.0,23200.0,22910.0
683.0,ACE 23-12 회사채(AA-이상)액티브,104700.0,30.0,+0.03%,0.0,104715.0,104715.0,104680.0
684.0,ACE 테슬라밸류체인액티브,12275.0,210.0,+1.74%,0.0,12340.0,12340.0,12225.0
685.0,대성산업,3655.0,15.0,+0.41%,5000.0,3645.0,3745.0,3625.0
686.0,현대리바트,8030.0,70.0,+0.88%,1000.0,8000.0,8190.0,7950.0
687.0,삼화페인트,6050.0,60.0,+1.00%,500.0,6030.0,6050.0,5990.0
688.0,한국패러랠,2040.0,5.0,-0.24%,0.0,2045.0,2045.0,2040.0
689.0,와이투솔루션,890.0,0.0,0.00%,500.0,0.0,0.0,0.0
690.0,HLB글로벌,3830.0,40.0,+1.06%,500.0,3840.0,3885.0,3775.0
691.0,태경케미컬,13990.0,50.0,+0.36%,500.0,13940.0,14020.0,13500.0
692.0,노루페인트,8110.0,80.0,+1.00%,500.0,8020.0,8170.0,8020.0
693.0,해태제과식품,5550.0,30.0,+0.54%,500.0,5520.0,5610.0,5490.0
694.0,SNT에너지,21400.0,100.0,-0.47%,500.0,21500.0,21600.0,21150.0
695.0,금호에이치티,814.0,4.0,+0.49%,500.0,820.0,829.0,814.0
696.0,TIGER 여행레저,3915.0,70.0,+1.82%,0.0,3860.0,3915.0,3835.0
697.0,TIGER 글로벌4차산업혁신기술(합성 H),15800.0,250.0,+1.61%,0.0,15785.0,15810.0,15710.0
698.0,삼성 레버리지 천연가스 선물 ETN C,15880.0,1385.0,-8.02%,0.0,16165.0,16250.0,15825.0
699.0,미원화학,72100.0,1200.0,-1.64%,1000.0,73300.0,73300.0,72100.0
700.0,무학,5540.0,20.0,-0.36%,200.0,5560.0,5560.0,5460.0
701.0,아남전자,2045.0,30.0,+1.49%,500.0,2030.0,2060.0,1999.0
702.0,용평리조트,3265.0,35.0,+1.08%,5000.0,3200.0,3265.0,3200.0
703.0,TIGER 국고채30년스트립액티브,43455.0,325.0,+0.75%,0.0,43370.0,43650.0,43270.0
704.0,이구산업,4680.0,70.0,-1.47%,500.0,4760.0,4810.0,4640.0
705.0,동아타이어,11360.0,60.0,+0.53%,500.0,11390.0,11390.0,11300.0
706.0,샘표,54200.0,2200.0,-3.90%,1000.0,56400.0,57600.0,51600.0
707.0,KODEX 국고채30년액티브,95405.0,495.0,+0.52%,0.0,95350.0,95840.0,95135.0
708.0,아모레G3우(전환),21650.0,550.0,+2.61%,500.0,21100.0,21800.0,20600.0
709.0,한국주철관,6730.0,50.0,+0.75%,500.0,6680.0,6790.0,6660.0
710.0,극동유화,4365.0,30.0,+0.69%,500.0,4305.0,4415.0,4300.0
711.0,디와이,5770.0,50.0,-0.86%,500.0,5840.0,5900.0,5750.0
712.0,신세계푸드,39100.0,50.0,+0.13%,5000.0,39200.0,39350.0,38800.0
713.0,컨버즈,4100.0,0.0,0.00%,500.0,0.0,0.0,0.0
714.0,키움 INDXX 미국테크탑10 ETN,15085.0,0.0,0.00%,0.0,15085.0,15085.0,15085.0
715.0,삼양통상,49950.0,0.0,0.00%,5000.0,49900.0,49950.0,49700.0
716.0,노루홀딩스,11270.0,10.0,-0.09%,500.0,11270.0,11320.0,11130.0
717.0,유수홀딩스,5750.0,70.0,-1.20%,2500.0,5820.0,5820.0,5700.0
718.0,TIGER 글로벌메타버스액티브,7400.0,110.0,+1.51%,0.0,7450.0,7450.0,7340.0
719.0,태영건설,3835.0,10.0,-0.26%,500.0,3845.0,3855.0,3795.0
720.0,대창,1636.0,10.0,-0.61%,500.0,1640.0,1669.0,1619.0
721.0,동성제약,5700.0,0.0,0.00%,1000.0,5700.0,5750.0,5670.0
722.0,KODEX TRF3070,11345.0,5.0,+0.04%,0.0,11370.0,11370.0,11345.0
723.0,TIGER Fn메타버스,8200.0,150.0,+1.86%,0.0,8050.0,8210.0,8050.0
724.0,사조동아원,1033.0,4.0,+0.39%,500.0,1030.0,1039.0,1015.0
725.0,TRUE 인버스 2X 코스닥 150 선물 ETN,7280.0,355.0,-4.65%,0.0,7385.0,7485.0,7220.0
726.0,인스코비,1263.0,31.0,+2.52%,500.0,1220.0,1300.0,1219.0
727.0,한국화장품제조,31800.0,250.0,+0.79%,500.0,31000.0,32000.0,30150.0
728.0,TRUE 레버리지 나스닥 100 ETN,28800.0,910.0,+3.26%,0.0,28775.0,28890.0,28735.0
729.0,TIGER 미국S&P500TR(H),10930.0,155.0,+1.44%,0.0,10915.0,10940.0,10900.0
730.0,가온전선,22600.0,150.0,-0.66%,5000.0,23150.0,23300.0,22500.0
731.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),57435.0,3495.0,+6.48%,0.0,56855.0,57440.0,56160.0
732.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),57390.0,3935.0,+7.36%,0.0,56965.0,57400.0,56270.0
733.0,TIGER 차이나과창판STAR50(합성),6495.0,25.0,-0.38%,0.0,6550.0,6550.0,6320.0
734.0,강남제비스코,22000.0,400.0,+1.85%,1000.0,21450.0,22000.0,21350.0
735.0,디와이파워,12950.0,330.0,+2.61%,500.0,12650.0,12960.0,12620.0
736.0,한국무브넥스,4695.0,20.0,-0.42%,1000.0,4675.0,4775.0,4615.0
737.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),57110.0,3470.0,+6.47%,0.0,57030.0,57110.0,56550.0
738.0,한신기계,4400.0,160.0,+3.77%,500.0,4355.0,4570.0,4240.0
739.0,동부건설,6240.0,50.0,-0.79%,5000.0,6240.0,6290.0,6210.0
740.0,신라교역,8880.0,70.0,+0.79%,500.0,8810.0,8880.0,8730.0
741.0,인지컨트롤스,8950.0,10.0,+0.11%,500.0,8900.0,9070.0,8860.0
742.0,한컴라이프케어,5090.0,20.0,-0.39%,200.0,5070.0,5150.0,5060.0
743.0,대호에이엘,2270.0,30.0,-1.30%,500.0,2330.0,2440.0,2205.0
744.0,KBSTAR iSelect메타버스,6930.0,115.0,+1.69%,0.0,6900.0,6995.0,6875.0
745.0,효성ITX,12180.0,0.0,0.00%,500.0,12180.0,12240.0,12130.0
746.0,팜스코,3825.0,45.0,-1.16%,500.0,3870.0,3965.0,3760.0
747.0,KODEX 미국S&P500선물(H),20965.0,310.0,+1.50%,0.0,20925.0,20985.0,20910.0
748.0,수산중공업,2600.0,230.0,+9.70%,500.0,2375.0,2600.0,2365.0
749.0,토니모리,5820.0,20.0,+0.34%,200.0,5780.0,5980.0,5600.0
750.0,KODEX 차이나항셍테크,6085.0,110.0,+1.84%,0.0,5975.0,6090.0,5935.0
751.0,유니온머티리얼,3325.0,10.0,-0.30%,500.0,3305.0,3380.0,3305.0
752.0,대한화섬,104900.0,200.0,-0.19%,5000.0,105100.0,105300.0,104400.0
753.0,KTcs,3260.0,155.0,+4.99%,500.0,3585.0,3775.0,3240.0
754.0,SK이노베이션우,111100.0,100.0,+0.09%,5000.0,111900.0,111900.0,110400.0
755.0,KODEX 헬스케어,11830.0,205.0,+1.76%,0.0,11655.0,11885.0,11655.0
756.0,KBSTAR 2차전지액티브,13885.0,390.0,+2.89%,0.0,13605.0,13925.0,13425.0
757.0,광전자,2365.0,5.0,-0.21%,500.0,2385.0,2435.0,2355.0
758.0,성창기업지주,1955.0,10.0,-0.51%,500.0,1966.0,1970.0,1941.0
759.0,동일산업,56200.0,500.0,-0.88%,5000.0,56700.0,56800.0,55800.0
760.0,ARIRANG KOFR금리,101575.0,5.0,0.00%,0.0,101575.0,101580.0,101575.0
761.0,황금에스티,7950.0,60.0,+0.76%,500.0,7850.0,7950.0,7840.0
762.0,삼성물산우B,82400.0,600.0,+0.73%,100.0,81900.0,82700.0,81900.0
763.0,대양금속,3550.0,0.0,0.00%,500.0,3540.0,3555.0,3505.0
764.0,신흥,14040.0,130.0,+0.93%,500.0,13910.0,14040.0,13820.0
765.0,KODEX 미국나스닥100선물(H),18645.0,435.0,+2.39%,0.0,18575.0,18675.0,18565.0
766.0,샘표식품,29150.0,1400.0,-4.58%,500.0,30650.0,31200.0,28650.0
767.0,신원,1296.0,6.0,+0.47%,500.0,1295.0,1304.0,1290.0
768.0,디씨엠,11660.0,60.0,+0.52%,500.0,11500.0,11700.0,11480.0
769.0,CJ씨푸드,3680.0,35.0,+0.96%,500.0,3650.0,3900.0,3415.0
770.0,HDC현대EP,4120.0,35.0,+0.86%,500.0,4075.0,4150.0,4055.0
771.0,TRUE 코스피 양매도 5% OTM ETN,8760.0,35.0,+0.40%,0.0,8755.0,8760.0,8750.0
772.0,아시아나IDT,11800.0,60.0,-0.51%,500.0,11860.0,12000.0,11780.0
773.0,TIGER 투자등급회사채액티브,104440.0,175.0,+0.17%,0.0,104460.0,104465.0,104420.0
774.0,계룡건설,14650.0,0.0,0.00%,5000.0,14700.0,14800.0,14570.0
775.0,현대약품,4085.0,15.0,+0.37%,500.0,4070.0,4130.0,4040.0
776.0,한국내화,3175.0,10.0,+0.32%,500.0,3170.0,3205.0,3160.0
777.0,ACE 미국배당다우존스,10585.0,65.0,-0.61%,0.0,10715.0,10725.0,10565.0
778.0,한국공항,41000.0,0.0,0.00%,5000.0,40950.0,42000.0,40450.0
779.0,NH올원리츠,3075.0,40.0,+1.32%,500.0,3035.0,3100.0,3020.0
780.0,KODEX K-로봇액티브,13775.0,480.0,+3.61%,0.0,13520.0,13860.0,13460.0
781.0,대영포장,1185.0,10.0,+0.85%,500.0,1176.0,1185.0,1165.0
782.0,유화증권,2265.0,15.0,+0.67%,1000.0,2255.0,2270.0,2250.0
783.0,TIGER 미국MSCI리츠(합성 H),11915.0,225.0,+1.92%,0.0,11935.0,11955.0,11875.0
784.0,덕성,8100.0,210.0,+2.66%,500.0,7950.0,8690.0,7790.0
785.0,KTOP K200액티브,10435.0,150.0,+1.46%,0.0,10420.0,10440.0,10390.0
786.0,조선선재,100500.0,600.0,+0.60%,500.0,100100.0,101000.0,99500.0
787.0,세아특수강,14740.0,140.0,+0.96%,5000.0,14560.0,14740.0,14560.0
788.0,미래에셋 코스피 양매도 5% OTM ETN,8415.0,0.0,0.00%,0.0,8415.0,8415.0,8415.0
789.0,미창석유,71700.0,800.0,+1.13%,5000.0,70600.0,71800.0,70300.0
790.0,대구백화점,11500.0,70.0,-0.61%,5000.0,11570.0,12090.0,11310.0
791.0,대신증권2우B,12440.0,70.0,+0.57%,5000.0,12370.0,12440.0,12370.0
792.0,TIGER 미국채10년선물,11380.0,80.0,-0.70%,0.0,11460.0,11460.0,11355.0
793.0,종근당바이오,22450.0,100.0,+0.45%,2500.0,22700.0,22700.0,22100.0
794.0,KBSTAR 코스피,26200.0,395.0,+1.53%,0.0,26055.0,26200.0,25995.0
795.0,KCTC,4100.0,0.0,0.00%,500.0,4065.0,4135.0,4065.0
796.0,HANARO 200TR,41595.0,560.0,+1.36%,0.0,41490.0,41615.0,41490.0
797.0,ACE 중국본토CSI300,24150.0,220.0,-0.90%,0.0,24205.0,24460.0,23945.0
798.0,신일전자,1721.0,19.0,+1.12%,500.0,1702.0,1724.0,1702.0
799.0,TIGER 종합채권(AA-이상)액티브,49875.0,145.0,+0.29%,0.0,49855.0,49890.0,49855.0
800.0,씨아이테크,2445.0,30.0,-1.21%,500.0,2455.0,2510.0,2355.0
801.0,동남합성,34500.0,200.0,-0.58%,500.0,34800.0,34800.0,34400.0
802.0,KBSTAR 코스닥150선물레버리지,13835.0,615.0,+4.65%,0.0,13580.0,13915.0,13495.0
803.0,KODEX 바이오,8060.0,120.0,+1.51%,0.0,7940.0,8115.0,7930.0
804.0,일동홀딩스,10440.0,60.0,+0.58%,1000.0,10490.0,10530.0,10350.0
805.0,TRUE 레버리지 S&P500 선물 ETN(H),24055.0,685.0,+2.93%,0.0,23955.0,24095.0,23945.0
806.0,한국석유,9450.0,30.0,-0.32%,500.0,9450.0,9550.0,8950.0
807.0,삼원강재,2985.0,10.0,-0.33%,500.0,2995.0,3005.0,2950.0
808.0,KODEX 국채선물10년,62580.0,195.0,+0.31%,0.0,62620.0,62765.0,62530.0
809.0,한국수출포장,2965.0,5.0,-0.17%,500.0,2965.0,3015.0,2935.0
810.0,KODEX 배당가치,12440.0,125.0,+1.02%,0.0,12390.0,12440.0,12370.0
811.0,한솔홀딩스,2795.0,0.0,0.00%,1000.0,2790.0,2805.0,2770.0
812.0,삼화전기,17690.0,120.0,+0.68%,1000.0,17590.0,18150.0,17550.0
813.0,TIGER 중국소비테마,6620.0,45.0,+0.68%,0.0,6600.0,6635.0,6515.0
814.0,씨티알모빌리티,13500.0,140.0,+1.05%,500.0,13280.0,13570.0,13250.0
815.0,경동도시가스,19650.0,40.0,+0.20%,2500.0,19530.0,19700.0,19510.0
816.0,삼일제약,7660.0,90.0,+1.19%,500.0,7540.0,7690.0,7440.0
817.0,KTOP 단기금융채액티브,100315.0,20.0,+0.02%,0.0,100310.0,100315.0,100310.0
818.0,한국특강,1892.0,2.0,+0.11%,500.0,1878.0,1894.0,1878.0
819.0,TIGER 미국나스닥100커버드콜(합성),10170.0,40.0,-0.39%,0.0,10225.0,10225.0,10155.0
820.0,ACE 24-12 회사채(AA-이상)액티브,106620.0,60.0,+0.06%,0.0,106610.0,106630.0,106600.0
821.0,KoAct 바이오헬스케어액티브,10665.0,185.0,+1.77%,0.0,10480.0,10745.0,10440.0
822.0,한양증권,8910.0,20.0,-0.22%,5000.0,8930.0,8940.0,8880.0
823.0,TIGER 코스피,26040.0,270.0,+1.05%,0.0,26115.0,26115.0,25905.0
824.0,광명전기,2600.0,25.0,-0.95%,500.0,2660.0,2665.0,2600.0
825.0,태평양물산,2315.0,140.0,+6.44%,500.0,2140.0,2440.0,2055.0
826.0,KBSTAR 25-03 회사채(AA-이상)액티브,50095.0,20.0,+0.04%,0.0,50090.0,50105.0,50075.0
827.0,인천도시가스,25600.0,50.0,-0.19%,5000.0,25800.0,25800.0,25500.0
828.0,KBSTAR 코스닥150,14475.0,335.0,+2.37%,0.0,14370.0,14505.0,14275.0
829.0,두올,3360.0,20.0,-0.59%,2500.0,3355.0,3425.0,3355.0
830.0,두산퓨얼셀1우,8290.0,250.0,+3.11%,100.0,8050.0,8840.0,8030.0
831.0,세이브존I&C,2695.0,20.0,+0.75%,1000.0,2670.0,2700.0,2665.0
832.0,KODEX 미국달러선물,12155.0,160.0,-1.30%,0.0,12225.0,12250.0,12140.0
833.0,TIGER 200선물인버스2X,2775.0,75.0,-2.63%,0.0,2800.0,2805.0,2770.0
834.0,KODEX 인도Nifty50,11020.0,10.0,-0.09%,0.0,11300.0,11300.0,10930.0
835.0,KBSTAR 25-11 회사채(AA-이상)액티브,52395.0,50.0,+0.10%,0.0,52410.0,52425.0,52365.0
836.0,KTis,3130.0,10.0,+0.32%,500.0,3425.0,3580.0,3130.0
837.0,미래에셋 인버스 2X 코스닥150 선물 ETN,7255.0,360.0,-4.73%,0.0,7340.0,7470.0,7205.0
838.0,태양금속,2940.0,280.0,+10.53%,500.0,2585.0,3125.0,2565.0
839.0,ACE 글로벌반도체TOP4 Plus SOLACTIVE,15265.0,435.0,+2.93%,0.0,15265.0,15350.0,15210.0
840.0,TRUE 레버리지 천연가스 선물 ETN B,21390.0,1900.0,-8.16%,0.0,21675.0,21885.0,21340.0
841.0,동양철관,899.0,5.0,+0.56%,500.0,897.0,904.0,895.0
842.0,신한 블룸버그 2X 천연가스 선물 ETN,21240.0,1875.0,-8.11%,0.0,21550.0,21705.0,21150.0
843.0,조흥,176600.0,4100.0,-2.27%,5000.0,179000.0,180600.0,175500.0
844.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,52815.0,2670.0,+5.32%,0.0,53170.0,53170.0,52185.0
845.0,크라운제과,8430.0,20.0,-0.24%,200.0,8450.0,8550.0,8400.0
846.0,대유플러스,833.0,3.0,+0.36%,500.0,827.0,838.0,826.0
847.0,히어로즈 단기채권ESG액티브,103345.0,55.0,+0.05%,0.0,103345.0,103345.0,103345.0
848.0,SOL 25-09 회사채(AA-이상)액티브,50100.0,15.0,+0.03%,0.0,50100.0,50105.0,50085.0
849.0,TIGER 인도니프티50,10745.0,35.0,-0.32%,0.0,10780.0,10860.0,10745.0
850.0,화성산업,10180.0,30.0,+0.30%,5000.0,10100.0,10210.0,10080.0
851.0,엔에이치스팩19호,10060.0,10.0,-0.10%,500.0,10070.0,10070.0,10050.0
852.0,TIGER 일본엔선물,8775.0,85.0,-0.96%,0.0,8860.0,8860.0,8770.0
853.0,히어로즈 CD금리액티브(합성),100930.0,0.0,0.00%,0.0,100930.0,100930.0,100930.0
854.0,이지스레지던스리츠,3610.0,15.0,+0.42%,1000.0,3610.0,3620.0,3595.0
855.0,신한 레버리지 코스닥 150 선물 ETN,40915.0,815.0,+2.03%,0.0,40540.0,40915.0,40230.0
856.0,신송홀딩스,8640.0,650.0,-7.00%,500.0,9610.0,9650.0,8570.0
857.0,현대코퍼레이션홀딩스,11180.0,130.0,+1.18%,5000.0,11100.0,11190.0,11050.0
858.0,삼익악기,1122.0,5.0,+0.45%,500.0,1117.0,1125.0,1110.0
859.0,KBSTAR Fn5G테크,10255.0,10.0,-0.10%,0.0,10600.0,10695.0,10255.0
860.0,히어로즈 24-09 회사채(AA-이상)액티브,50085.0,0.0,0.00%,0.0,50085.0,50085.0,50085.0
861.0,DRB동일,5070.0,30.0,-0.59%,500.0,5050.0,5090.0,5040.0
862.0,인팩,10100.0,170.0,-1.66%,500.0,10270.0,10270.0,10040.0
863.0,한진중공업홀딩스,3400.0,10.0,-0.29%,5000.0,3385.0,3410.0,3355.0
864.0,동원금속,2140.0,75.0,+3.63%,500.0,2110.0,2190.0,2065.0
865.0,TIGER 미디어컨텐츠,6590.0,115.0,+1.78%,0.0,6495.0,6620.0,6495.0
866.0,HANARO Fn K-POP&미디어,9605.0,60.0,+0.63%,0.0,9655.0,9655.0,9515.0
867.0,CJ우,43650.0,50.0,-0.11%,5000.0,43900.0,44400.0,43400.0
868.0,HS애드,5940.0,30.0,+0.51%,1000.0,5900.0,5940.0,5870.0
869.0,KODEX 미국달러선물인버스2X,6615.0,160.0,+2.48%,0.0,6540.0,6635.0,6540.0
870.0,금비,98000.0,800.0,+0.82%,5000.0,97200.0,100000.0,95300.0
871.0,코스맥스비티아이,10130.0,110.0,+1.10%,500.0,9920.0,10140.0,9840.0
872.0,팜젠사이언스,6110.0,120.0,+2.00%,500.0,6000.0,6170.0,6000.0
873.0,모나리자,2655.0,25.0,-0.93%,500.0,2680.0,2710.0,2610.0
874.0,SOL 국고채10년,102020.0,475.0,+0.47%,0.0,101735.0,102175.0,101735.0
875.0,HANARO Fn조선해운,10675.0,35.0,-0.33%,0.0,10670.0,10725.0,10515.0
876.0,기신정기,3305.0,15.0,+0.46%,500.0,3290.0,3315.0,3250.0
877.0,SG세계물산,476.0,4.0,+0.85%,500.0,475.0,479.0,470.0
878.0,무림페이퍼,2315.0,20.0,+0.87%,2500.0,2285.0,2340.0,2285.0
879.0,동방,1996.0,9.0,+0.45%,1000.0,1988.0,2010.0,1988.0
880.0,대원화성,2310.0,0.0,0.00%,500.0,2340.0,2435.0,2285.0
881.0,콤텍시스템,785.0,23.0,+3.02%,500.0,778.0,800.0,775.0
882.0,유니드비티플러스,8940.0,100.0,+1.13%,1000.0,8790.0,8990.0,8530.0
883.0,에이플러스에셋,4185.0,95.0,+2.32%,500.0,4090.0,4190.0,4050.0
884.0,웅진,1182.0,7.0,-0.59%,500.0,1183.0,1200.0,1174.0
885.0,인바이오젠,467.0,0.0,0.00%,500.0,0.0,0.0,0.0
886.0,TIGER 소프트웨어,8810.0,245.0,+2.86%,0.0,8640.0,8945.0,8640.0
887.0,텔코웨어,9570.0,160.0,+1.70%,500.0,9400.0,9570.0,9280.0
888.0,KODEX 미국반도체MV,14230.0,420.0,+3.04%,0.0,14190.0,14250.0,14180.0
889.0,고려산업,3695.0,40.0,+1.09%,1000.0,3650.0,3720.0,3640.0
